NOME,AUSENCIA,MATEMATICA,PORTUGUES,BIOLOGIA,RESULTADO
Joel Hugo Pliui de Magalhães,2,7.4,7.9,9.6,APROVADO
Armando Nerago,2,7.4,7.8,9.0,APROVADO
Mike de Meireles Júnior,2,7.4,7.8,8.7,APROVADO
Rosângela Simone Ioue de Amorim,2,7.4,7.8,8.6,APROVADO
Yuri Anakin do Espírito Santo Fragoso,2,7.4,7.8,8.0,APROVADO
Maria Góis,2,7.4,7.8,7.9,APROVADO
Beatriz Espada dos Santos,2,7.4,7.8,7.7,APROVADO
Raíssa Nádia dos Reis de Pereira Koboshizo,2,7.4,7.8,7.0,APROVADO
Martinho Rodrigo de Fonseca Rosa,2,7.4,7.7,7.5,APROVADO
Solange Shirley Idroe Torres,2,7.4,7.7,6.4,APROVADO
Ana Tsudepu de Rezende,2,7.4,7.6,8.5,APROVADO
Kátia Luiza de Queiroz,2,7.4,7.6,7.9,APROVADO
Cibele da Paz,2,7.4,7.6,6.8,APROVADO
Celeste Vívian Vlile de Arruda,2,7.4,7.6,6.6,APROVADO
Otaviano Edu da Silva Ylman,2,7.4,7.5,9.0,APROVADO
Wanda Karina Osilske Fragoso,2,7.4,7.5,8.3,APROVADO
Junior de Espanha da Silva Aiere,2,7.4,7.5,7.7,APROVADO
Túlio Paim de Morais Júnior,2,7.4,7.5,7.5,APROVADO
Victor Quirino das Neves,2,7.4,7.5,7.4,APROVADO
Michele de Oliveira,2,7.4,7.5,6.9,APROVADO
Paula Celina Tojy,2,7.4,7.5,6.0,APROVADO
Antônio de Lins Júnior,2,7.4,7.4,7.4,APROVADO
Jason de Souza da Silva Dutra,2,7.4,7.4,7.2,APROVADO
Jairo Sérgio Marinho,2,7.4,7.4,6.9,APROVADO
José Igor Fortes,2,7.4,7.4,6.1,APROVADO
Maísa de Uchôa Coutinho,2,7.4,7.3,7.9,APROVADO
Roberval de Moreira Kabuhare,2,7.4,7.3,7.1,APROVADO
Hélio Francisco Aseaen de Gimenes Gutierrez,2,7.4,7.3,6.7,APROVADO
Maria Melissa Quennu,2,7.4,7.2,9.1,APROVADO
Marta de Figueiredo Schmidt,2,7.4,7.2,8.9,APROVADO
Hércules de Alvarenga Irnbe,2,7.4,7.2,7.6,APROVADO
Luzinete Matilde Portugal Ifionson de Alencar,2,7.4,7.2,6.8,APROVADO
Washington Rafael de Camargo Couto,2,7.4,7.1,7.7,APROVADO
Arnaldo da Silva de Leite Amil,2,7.4,7.1,6.0,APROVADO
Vanessa Lidiane Sirason,2,7.4,7.0,8.2,APROVADO
Elisângela Sílvia de Rezende,2,7.4,7.0,7.0,APROVADO
Altair Domingos Ivorn do Espírito Santo,2,7.4,6.9,7.7,APROVADO
Charlene de Lisboa Draezyde,2,7.4,6.9,6.5,APROVADO
Victor Armando da Silva,2,7.4,6.8,7.0,APROVADO
Wellington de Godoy dos Santos,2,7.3,8.2,9.1,APROVADO
Domingos Yuri Jardim,2,7.3,8.2,8.6,APROVADO
Aurélio de Santana,2,7.3,8.2,7.8,APROVADO
Josiane Dara de Oliveira Yndube Kratroe Terceiro,2,7.3,8.1,7.1,APROVADO
Bartolomeu Uluão Giaso,2,7.3,8.0,9.5,APROVADO
Isac Rodolfo de Alvarenga Adarnvaiz,2,7.3,8.0,8.2,APROVADO
Vitor Jânio Ubessoman,2,7.3,8.0,7.4,APROVADO
Mel Nageochi Espada do Maranhão,2,7.3,7.9,9.0,APROVADO
Isaías Jairo de Souza Barroso,2,7.3,7.9,8.1,APROVADO
Maísa Elisa da Silva,2,7.3,7.9,7.6,APROVADO
Simone Elua da Luz,2,7.3,7.9,6.6,APROVADO
Denise Tatiana Barroso de Miranda,2,7.3,7.8,8.4,APROVADO
Ediane Gomes das Neves,2,7.3,7.6,9.4,APROVADO
Alfredo de Pascoal Rosa Gosu,2,7.3,7.6,7.3,APROVADO
Joaquim Moreno,2,7.3,7.6,7.1,APROVADO
Laila Yolanda de Sá Ezfaraszuman Flai,2,7.3,7.5,9.0,APROVADO
Suzana Diana de Pacheco Seixas,2,7.3,7.5,8.8,APROVADO
Danielle Fátima Animan,2,7.3,7.5,8.5,APROVADO
Neila de Ortega Hanez Guerra,2,7.3,7.5,8.4,APROVADO
Suzanne Gekopo,2,7.3,7.5,8.0,APROVADO
Larissa de Pereira,2,7.3,7.5,8.0,APROVADO
Rosilda de Nogueira,2,7.3,7.5,7.6,APROVADO
Abigail Doiov,2,7.3,7.5,7.2,APROVADO
Mariana Defuguba Ournmyvic,2,7.3,7.5,6.8,APROVADO
Joel Ângelo dos Santos de Peres,2,7.3,7.5,6.1,APROVADO
Álvaro Jackson Guedes,2,7.3,7.4,8.4,APROVADO
Abigail Úrsula de Pereira dos Santos,2,7.3,7.4,7.7,APROVADO
Luciano Hélio da Silva,2,7.3,7.4,7.6,APROVADO
Aline de Monteiro,2,7.3,7.4,7.4,APROVADO
Altair Manoel dos Santos,2,7.3,7.3,9.4,APROVADO
Jesus Altair do Espírito Santo de Vieira,2,7.3,7.3,8.2,APROVADO
Graziele do Prado da Paraíba,2,7.3,7.3,7.2,APROVADO
Marco Patrick de Noronha,2,7.3,7.3,7.0,APROVADO
Alfredo de Drummond,2,7.3,7.3,6.6,APROVADO
Rivaldo Azciemean Rangel,2,7.3,7.3,6.5,APROVADO
Edson Emanoel de Ortiz da Silva,2,7.3,7.3,6.2,APROVADO
Brenda Ediane de Arantes,2,7.3,7.2,7.7,APROVADO
Edivaldo de Osório Neto,2,7.3,7.2,7.1,APROVADO
Berenice Danielle de Souza,2,7.3,7.2,6.7,APROVADO
Avelino Breno Schmidt,2,7.3,7.2,6.6,APROVADO
Rosana Branco de Fonseca da Silva,2,7.3,7.1,8.5,APROVADO
Elizabete de Drummond,2,7.3,7.1,8.3,APROVADO
Wally de Torquato do Rio,2,7.3,7.1,7.7,APROVADO
Murilo da Silva Naeforre Rossi,2,7.3,7.1,7.1,APROVADO
Otávia Dutra,2,7.3,7.1,6.8,APROVADO
Elisângela de Muniz,2,7.3,7.1,6.3,APROVADO
Ariana da Silva Rosa,2,7.3,7.0,7.8,APROVADO
Luke Victor Trevisan,2,7.3,6.9,8.4,APROVADO
Danielle de Drummond d'Ávila,2,7.3,6.9,8.0,APROVADO
Alessandra dos Santos,2,7.3,6.9,7.1,APROVADO
Flávia Margarete Espada,2,7.3,6.9,6.8,APROVADO
Gisele Elisete de Siqueira Igreja Yoscalaman,2,7.3,6.9,6.7,APROVADO
Marciane Jéssica de Pacheco,2,7.3,6.8,8.2,APROVADO
Elói Fouzã,2,7.3,6.8,7.9,APROVADO
Sílvia Yolanda de Chaves,2,7.3,6.8,7.6,APROVADO
Tina dos Pinhais de Pereira Chiho Terceiro,2,7.3,6.8,7.6,APROVADO
Murilo de Sá Oaman,2,7.3,6.8,7.0,APROVADO
Bete Sabrina Tristão,2,7.3,6.5,7.7,APROVADO
Marcelo Mário Góis,2,7.3,6.4,6.8,APROVADO
Maria Vlulyles Mercado,2,7.2,8.1,9.6,APROVADO
Cássia Liane Aian,2,7.2,8.1,7.9,APROVADO
Dilma Heloísa de Fernandes,2,7.2,8.0,8.7,APROVADO
Inácio da Silva,2,7.2,8.0,8.6,APROVADO
Lígia Patrícia de Barboza da Silva,2,7.2,8.0,7.6,APROVADO
Arthur Olavo de Souza Rosa,2,7.2,7.9,8.6,APROVADO
Érica Bianca de Mello,2,7.2,7.9,7.6,APROVADO
Rebeca de Pereira Buarque,2,7.2,7.7,9.4,APROVADO
Rodrigo Alisson Aloeov de Cabral Portugal,2,7.2,7.7,8.7,APROVADO
Arthur Buarque,2,7.2,7.5,8.5,APROVADO
Flávio Wally Zudegipu do Maranhão,2,7.2,7.5,7.2,APROVADO
Bóris Pedro de Ramos,2,7.2,7.4,8.1,APROVADO
Célia Manuela de Simões Hegu,2,7.2,7.4,8.1,APROVADO
Dilma de Peres das Neves,2,7.2,7.4,7.6,APROVADO
Yuri Abílio de Magalhães Werner Weiss,2,7.2,7.4,7.4,APROVADO
Joelma Cheiman,2,7.2,7.4,6.7,APROVADO
Alberto de Melo,2,7.2,7.3,8.3,APROVADO
Marta do Amaral,2,7.2,7.3,7.2,APROVADO
Victor Eduardo da Silva de Ferreira,2,7.2,7.2,8.3,APROVADO
Rodolfo Jonas de Oliveira Dutra,2,7.2,7.2,7.8,APROVADO
Iago Guilherme de Drummond da Silva dos Santos,2,7.2,7.2,6.5,APROVADO
Talita de Ortega,2,7.2,7.2,6.2,APROVADO
Rosa de Ortega Ximenes,2,7.2,7.1,8.6,APROVADO
Gilmar Mariano Pires,2,7.2,7.1,8.6,APROVADO
Maria da Silva,2,7.2,7.1,8.5,APROVADO
Wilma Dutra,2,7.2,7.1,8.3,APROVADO
Jeniffer Ufeov Gomes,2,7.2,7.1,7.2,APROVADO
Hélio Emílio de Souza,2,7.2,7.0,9.1,APROVADO
Max de Álvares,2,7.2,7.0,8.3,APROVADO
Osório Iago Irocouão,2,7.2,7.0,7.9,APROVADO
Mário Ricardo de Sá Tuarn Júnior,2,7.2,7.0,7.6,APROVADO
Guilherme Arnaldo Franco,2,7.2,7.0,7.0,APROVADO
Shirley Carolina de Magalhães Imis,2,7.2,7.0,6.8,APROVADO
Jorge Uribe Efla,2,7.2,7.0,6.2,APROVADO
Álvaro da Silva,2,7.2,7.0,6.1,APROVADO
Pablo Castelo Flofeziguan da Gama,2,7.2,6.9,7.6,APROVADO
Mário de Menezes Raone,2,7.2,6.9,6.2,APROVADO
Rosângela Larissa Gomae Kodomua,2,7.2,6.8,8.3,APROVADO
Telma Rose Espada,2,7.2,6.8,7.1,APROVADO
Ana Zopohote de Souza,2,7.2,6.8,6.2,APROVADO
Adrielle de Tavares,2,7.2,6.7,8.1,APROVADO
Úrsula Tristão Mumiwo,2,7.2,6.7,6.5,APROVADO
André Wagner de Barbosa Preto Herrera,2,7.2,6.5,6.5,APROVADO
Laís Janaína Moreno Gomes,2,7.2,6.5,6.2,APROVADO
Márcio de Figueira,2,7.2,6.4,6.8,APROVADO
Cássia Rafaela Rosa,2,7.2,6.3,7.8,APROVADO
Luan Ebarnoson,2,7.2,6.2,7.5,APROVADO
Clara de Arantes Frias,2,7.1,8.1,8.5,APROVADO
Rodolfo de Pacheco,2,7.1,7.9,8.0,APROVADO
Tatiana Jaqueline dos Santos da Silva,2,7.1,7.8,9.0,APROVADO
Eugênio do Vale Terceiro,2,7.1,7.8,7.4,APROVADO
Barnabé de Pereira,2,7.1,7.8,7.3,APROVADO
Baltazar Gussirner Casinazflisão,2,7.1,7.7,9.1,APROVADO
Filipe da Silva de Chaves,2,7.1,7.7,6.6,APROVADO
Berenice de Medeiros,2,7.1,7.6,9.5,APROVADO
Nivaldo Sílvio dos Santos de Fraga,2,7.1,7.6,8.5,APROVADO
Sílvio Joaquim de Pereira,2,7.1,7.6,8.2,APROVADO
Núbia da Luz,2,7.1,7.6,7.7,APROVADO
Ediane Yasmin dos Santos Paim,2,7.1,7.6,6.0,APROVADO
Suzanne Vorason da Serra,2,7.1,7.5,7.4,APROVADO
Rogério dos Santos,2,7.1,7.5,7.4,APROVADO
Humberto de Cabral Rosa,2,7.1,7.5,6.7,APROVADO
Jean de Pereira Guru,2,7.1,7.5,6.7,APROVADO
Fátima Edilene de Cardozo do Vale,2,7.1,7.4,9.2,APROVADO
João Sashiya,2,7.1,7.4,8.5,APROVADO
Alessandre de Pereira Mendes,2,7.1,7.4,8.4,APROVADO
Kiara Felícia de Britto Vesani Agogo,2,7.1,7.4,8.1,APROVADO
Tábata de Brandão,2,7.1,7.4,7.8,APROVADO
Célia Márcia Arnpri de Arantes,2,7.1,7.4,6.0,APROVADO
Fabiano de Martins Gomes,2,7.1,7.3,8.6,APROVADO
Solange Jipu,2,7.1,7.3,8.2,APROVADO
Wagner de Jesus Moreno,2,7.1,7.3,8.1,APROVADO
Martin de Uchôa da Paixão,2,7.1,7.3,8.0,APROVADO
Murilo Washington de Borges Puro,2,7.1,7.3,7.9,APROVADO
Laerte Táles Weber,2,7.1,7.3,7.9,APROVADO
Cláudia Milani Misekozo da Silva,2,7.1,7.3,7.8,APROVADO
Ederson Bahia dos Santos,2,7.1,7.3,6.9,APROVADO
Guilherme de Jesus Banfrai,2,7.1,7.3,6.8,APROVADO
Patrick Simão de Barbosa Isason,2,7.1,7.2,8.6,APROVADO
Eliomar de Ferraz dos Santos,2,7.1,7.2,8.2,APROVADO
Lucas Ney da Nóbrega Rosatto,2,7.1,7.2,8.2,APROVADO
Diego Gabriel de Gusmão,2,7.1,7.2,7.7,APROVADO
Gustavo Nein,2,7.1,7.2,7.4,APROVADO
Walderice dos Pinhais Bluirnov,2,7.1,7.2,7.1,APROVADO
Damares Raíssa dos Santos,2,7.1,7.2,6.5,APROVADO
Thaíssa de Pereira,2,7.1,7.2,6.4,APROVADO
Liane Pernrenão,2,7.1,7.1,9.1,APROVADO
Anderson Leo Goenafen Gomes Júnior,2,7.1,7.1,7.8,APROVADO
Olga de Antunes Câmara,2,7.1,7.1,7.8,APROVADO
Emílio Jean Rosatto Torres,2,7.1,7.1,7.7,APROVADO
Milene Ivete de Figueira Fontes Rassili,2,7.1,7.1,7.3,APROVADO
Zilda Marli de Oliveira Aelaz,2,7.1,7.0,8.3,APROVADO
David Bruno Orim Mendes de Alvarenga,2,7.1,7.0,7.6,APROVADO
Luan Hércules de Cardoso,2,7.1,7.0,7.3,APROVADO
Quênia Inel,2,7.1,7.0,6.3,APROVADO
Walter Anlis,2,7.1,7.0,6.3,APROVADO
Hugo Romildo de Souza da Silva,2,7.1,7.0,6.0,APROVADO
Jeniffer Maria Mita,2,7.1,7.0,6.0,APROVADO
Willian Saulo de Abreu Naves Roban,2,7.1,6.9,8.2,APROVADO
Gislaine de Paula Neui,2,7.1,6.9,7.8,APROVADO
Patrícia de Munhoz,2,7.1,6.9,7.2,APROVADO
Cauê Laerte de Ramos Golbafineson Duião,2,7.1,6.9,6.6,APROVADO
Leonardo Ricardo Gomes de Sales,2,7.1,6.8,8.1,APROVADO
Ana de Uchôa,2,7.1,6.8,6.5,APROVADO
Murilo Isaías da Gama de Oliveira Herrera,2,7.1,6.8,6.4,APROVADO
Bartolomeu Mário de Souza Ugyazzyrnman,2,7.1,6.8,6.2,APROVADO
Bernardo Jason Dutra do Prado,2,7.1,6.6,6.0,APROVADO
Robson da Encarnação Jangada,2,7.1,6.5,6.8,APROVADO
Túlio Sílvio Duque de Assis,2,7.1,6.5,6.3,APROVADO
Sérgio Diego de Souza Plao Martinez,2,7.1,6.3,6.8,APROVADO
Mikaella Tsuwanoma de Souza,2,7.1,6.2,7.4,APROVADO
Raul Heitor Tryoutasan de Viana Gero,2,7.1,6.0,6.3,APROVADO
Abigail de Pascoal,2,7.0,7.9,8.4,APROVADO
Elano Joaquim de Borges,2,7.0,7.7,8.3,APROVADO
Frederico Demilson dos Santos,2,7.0,7.7,7.8,APROVADO
Otávio Juliano da Paz Yae,2,7.0,7.7,6.2,APROVADO
Eva Teles,2,7.0,7.6,7.2,APROVADO
Lígia Eduarda de Fraga Tuzu Idam,2,7.0,7.5,8.1,APROVADO
Rivaldo Gupremson de Barbosa,2,7.0,7.4,8.3,APROVADO
Geraldo Wagner de Matos,2,7.0,7.3,8.6,APROVADO
Quênia Pinhão,2,7.0,7.3,8.5,APROVADO
Eric Arnaldo Banhos Pibolson,2,7.0,7.3,7.7,APROVADO
Eleonora Ana de Oliveira,2,7.0,7.2,8.1,APROVADO
Cristiano Pesumo de Bueno,2,7.0,7.2,7.9,APROVADO
Matheus Cirilo Nin de Paiva,2,7.0,7.2,7.1,APROVADO
Lucas Severino da Gama de Alvim,2,7.0,7.1,8.1,APROVADO
Olímpia Célia de Mendonça Shytoi,2,7.0,7.0,7.0,APROVADO
Cleberson Quafinigaman Vari de Lacerda,2,7.0,6.8,7.5,APROVADO
Terezinha Márcia Veurn,2,7.0,6.6,6.2,APROVADO
Wendy Cármen do Maranhão,2,7.0,6.2,7.3,APROVADO
Rosana Clarice Vaz,2,7.0,6.1,6.3,APROVADO
Rosilda Gomes do Nascimento,2,6.9,8.1,8.0,APROVADO
Ângela Ivone de Martins Banhos,2,6.9,8.1,7.1,APROVADO
Francielle Edilene de Diniz Noiã,2,6.9,7.8,8.4,APROVADO
Renato Heitor da Silva de Magalhães Júnior,2,6.9,7.7,8.5,APROVADO
Hamilton Luigi de Pacheco,2,6.9,7.7,6.5,APROVADO
Ricardo Chico Yoza Júnior,2,6.9,7.6,8.8,APROVADO
Micael de Figueiredo Torres,2,6.9,7.4,8.2,APROVADO
Tábata Juliana de Alvarenga Ozgan,2,6.9,7.4,7.3,APROVADO
Jack Bodema de Aguiar,2,6.9,7.4,6.7,APROVADO
Laís Kume Trevisan,2,6.9,7.4,6.7,APROVADO
Marcos Jesus da Cruz dos Santos de Gusmões,2,6.9,7.4,6.4,APROVADO
Batista de Mendonça Vydirnto,2,6.9,7.4,6.1,APROVADO
Israel Valverde,2,6.9,7.3,9.1,APROVADO
Jean Junior Ernro,2,6.9,7.3,7.8,APROVADO
Kim Abílio da Luz Ximenes,2,6.9,7.2,8.0,APROVADO
Graziele Rodrigues de Magalhães,2,6.9,7.2,6.4,APROVADO
Manuel Lucas Pimenta,2,6.9,7.2,6.0,APROVADO
Gisele Guruza Jardim,2,6.9,7.1,9.1,APROVADO
Vitória da Luz,2,6.9,7.1,6.5,APROVADO
Gilson Olazã Terceiro,2,6.9,7.0,7.5,APROVADO
Graziele Yolanda Myclalov da Silva,2,6.9,7.0,7.3,APROVADO
Joyce Cibele dos Santos Eufrezrre,2,6.9,7.0,6.4,APROVADO
Flaviana Isaiane de Fonseca,2,6.9,7.0,6.1,APROVADO
Mayra Maria de Albuquerque Eium,2,6.9,7.0,6.0,APROVADO
Robson Sepe Maciel de Jesus,2,6.9,6.9,8.4,APROVADO
Wellington Daniel Someimnel Onafrelos Frolgozol,2,6.9,6.9,8.2,APROVADO
Margarete do Paraná de Souza,2,6.9,6.9,6.9,APROVADO
Alessandre Ombui,2,6.9,6.9,6.5,APROVADO
Carla Amália Lopes de Santana,2,6.9,6.9,6.3,APROVADO
Albano de Medeiros,2,6.9,6.8,7.9,APROVADO
Camilo da Silva dos Santos,2,6.9,6.8,6.7,APROVADO
Ivanete Odrevisã,2,6.9,6.8,6.7,APROVADO
Simone de Vasconcelos,2,6.9,6.8,6.6,APROVADO
Wendy Borba,2,6.9,6.8,6.5,APROVADO
Karl Zeca de Barros Eolman,2,6.9,6.8,6.0,APROVADO
Ezequiel Leandro de Castro Mebuman,2,6.9,6.7,7.7,APROVADO
Gilmar Isac Guerra,2,6.9,6.7,7.3,APROVADO
Graziele Carolina Eaer,2,6.9,6.6,8.5,APROVADO
Leonara Cristina Ecrio Uple,2,6.9,6.6,6.3,APROVADO
Edu de Godoy da Silva,2,6.9,6.6,6.2,APROVADO
Altino Gomes de Souza,2,6.9,6.6,6.0,APROVADO
Isaiane Quiorn de Alencar Nadilo,2,6.9,6.4,7.1,APROVADO
Thiago Gomes,2,6.9,6.4,6.3,APROVADO
Marina de Arruda Sanches,2,6.9,6.3,8.0,APROVADO
Velma Espada Irnlilov,2,6.9,6.3,7.6,APROVADO
Valdirene Jeniffer de Santo Antônio,2,6.9,6.3,6.6,APROVADO
Lili Karin de Figueira,2,6.9,6.2,6.4,APROVADO
Walter de Ortiz Pamota,2,6.9,6.2,6.2,APROVADO
Wagner de Barros dos Santos,2,6.9,6.1,6.8,APROVADO
Igor Jackson Veule Hepahipa,2,6.9,6.1,6.6,APROVADO
Otávio Camilo Sohon,2,6.9,6.1,6.2,APROVADO
Guiomar Tainá de Souza,2,6.8,8.1,9.1,APROVADO
Luís de Sá,2,6.8,7.7,7.8,APROVADO
Áureo Bralai,2,6.8,7.7,7.4,APROVADO
Jesus Anakin de Souza Cavalcante,2,6.8,7.7,6.1,APROVADO
Lana Velma dos Reis,2,6.8,7.5,8.7,APROVADO
Mônica Kepipashi,2,6.8,7.5,8.7,APROVADO
Junior Milton Uquaemfamov,2,6.8,7.3,7.6,APROVADO
Lina Maciel Barroso,2,6.8,7.3,7.6,APROVADO
Romildo Estrada,2,6.8,7.2,8.1,APROVADO
Marlene Maciel,2,6.8,7.2,7.5,APROVADO
Abílio Elias Trezuzi,2,6.8,7.2,6.3,APROVADO
Edu de Castro,2,6.8,7.2,6.0,APROVADO
Suely de Pascoal,2,6.8,7.2,6.0,APROVADO
Daniela Milene de Teixeira,2,6.8,7.1,9.1,APROVADO
Altair Roberto Hipupomi Castelo,2,6.8,7.1,6.6,APROVADO
Soraya Charlene Trevisan da Nóbrega Nimi,2,6.8,7.1,6.4,APROVADO
Lúcio Mateus de Leão Júnior,2,6.8,7.1,6.1,APROVADO
Junior Ismael Gomes de Maia,2,6.8,7.0,6.4,APROVADO
Bella Mirian Apposon Shio,2,6.8,6.9,7.9,APROVADO
Leila Berenice Naves,2,6.8,6.9,7.0,APROVADO
Edson Paulo de Souza Lenou,2,6.8,6.9,6.4,APROVADO
Terezinha de Oliveira,2,6.8,6.9,6.3,APROVADO
Márcia Leila Gari dos Santos,2,6.8,6.9,6.3,APROVADO
Isabel Repome,2,6.8,6.8,8.6,APROVADO
Samara Raquel Equi,2,6.8,6.8,8.3,APROVADO
Juan Simão da Silva Mineiro,2,6.8,6.8,7.3,APROVADO
Jack Rura,2,6.8,6.8,6.4,APROVADO
Manoel Isac dos Pinhais,2,6.8,6.8,6.4,APROVADO
Osvaldo Losaer de Castro,2,6.8,6.7,8.8,APROVADO
Aldo Karl Herrera,2,6.8,6.7,7.3,APROVADO
Talita Aparecida da Silva,2,6.8,6.5,7.8,APROVADO
Talita dos Santos,2,6.8,6.5,7.7,APROVADO
Artur Saza,2,6.8,6.5,6.3,APROVADO
Felipe da Silva,2,6.8,6.5,6.1,APROVADO
Samila Helena da Silva,2,6.8,6.4,8.0,APROVADO
Ana Valquíria Fupatazu,2,6.8,6.3,6.2,APROVADO
Leonardo Castelo,2,6.8,6.2,7.3,APROVADO
Demilson Márcio Martinez Uaman de Bueno,2,6.8,6.1,7.0,APROVADO
Sílvio de Simões Hapumi,2,6.8,6.0,7.4,APROVADO
Raiane Laís Miepo de Souza,2,6.8,6.0,6.4,APROVADO
Kátia Gigi Martinez Ethi,2,6.8,6.0,6.1,APROVADO
Rodrigo Quirino Porepiha,2,6.7,8.1,6.3,APROVADO
Brenda Jeniffer Preto dos Pinhais,2,6.7,7.7,8.7,APROVADO
Inácio Avelino Aydrener Amaman Terceiro,2,6.7,7.6,8.2,APROVADO
Anderson Igor Rodrigues de Novais,2,6.7,7.4,7.4,APROVADO
Brenda Érica Valverde de Alves Eirneman,2,6.7,7.4,7.1,APROVADO
Jorge Adônis do Amaral de Gonçalves,2,6.7,7.3,7.8,APROVADO
Maísa de Ayres,2,6.7,7.3,6.5,APROVADO
Xavier Kauê Ilnio de Pascoal,2,6.7,7.1,7.9,APROVADO
Ivone de Ferreira da Silva,2,6.7,7.1,7.8,APROVADO
Toninho dos Santos da Silva,2,6.7,7.1,7.6,APROVADO
Ramon Ali Nunes Fediubon Gomes,2,6.7,7.1,6.3,APROVADO
Sebastião Arthur Fragoso de Lima Júnior,2,6.7,7.0,6.8,APROVADO
Eulália Rose Brale de Paiva,2,6.7,6.9,8.8,APROVADO
Flávio de Oliveira Prates da Silva,2,6.7,6.9,7.9,APROVADO
Damião Rossi,2,6.7,6.9,6.3,APROVADO
Rebeca Sogase de Ortega Resgaca,2,6.7,6.8,8.5,APROVADO
Vívian de Sobral,2,6.7,6.8,7.3,APROVADO
Rafaela Yago,2,6.7,6.8,6.7,APROVADO
Larissa Abigail Vyrnceru,2,6.7,6.8,6.5,APROVADO
Michel Jânio de Ramos,2,6.7,6.8,6.2,APROVADO
Emílio da Paz de Barboza,2,6.7,6.7,6.6,APROVADO
Juan Renato Arnroz,2,6.7,6.7,6.2,APROVADO
Jesus de Barros,2,6.7,6.7,6.1,APROVADO
Severino Fred de Vasconcelos,2,6.7,6.6,8.1,APROVADO
Otávia da Cunha de Chaves,2,6.7,6.6,7.1,APROVADO
Ângela Vrio Couto,2,6.7,6.4,7.2,APROVADO
Jussara de Simões,2,6.7,6.3,8.7,APROVADO
Luciana Anne Rodrigues,2,6.7,6.3,8.5,APROVADO
Roger Jeferson Barroso Adolilman Júnior,2,6.7,6.2,6.6,APROVADO
João Paulo Brasil Itlyman Naves,2,6.7,6.1,6.9,APROVADO
Zeca Isaías Griti,2,6.7,6.1,6.9,APROVADO
Igor Rega,2,6.6,7.8,7.6,APROVADO
Bruna dos Santos Weber Buarque,2,6.6,7.8,6.8,APROVADO
Meire Denise Urasão,2,6.6,7.7,8.0,APROVADO
Heitor Jeferson Banhos Jardim do Prado,2,6.6,7.6,8.3,APROVADO
João Álvaro Souto,2,6.6,7.5,7.6,APROVADO
Baltazar de Ferreira,2,6.6,7.4,8.2,APROVADO
Luzinete de Mendonça,2,6.6,7.2,7.3,APROVADO
Domingos de Camargo Hei da Silva,2,6.6,7.2,6.8,APROVADO
Sâmia do Espírito Santo da Silva,2,6.6,7.2,6.1,APROVADO
Michele de Viana,2,6.6,7.1,8.8,APROVADO
Roseli Michele Doya Joas,2,6.6,7.0,8.0,APROVADO
Antônio Herrera,2,6.6,7.0,7.0,APROVADO
Nayara Pinhão de Barbosa,2,6.6,7.0,6.9,APROVADO
Leila Melanie de Iglesias,2,6.6,6.9,7.2,APROVADO
Nayara Ana Foumcason de Barbosa,2,6.6,6.9,7.1,APROVADO
Ali Jean de Medeiros Jardim Oreshanov,2,6.6,6.9,6.8,APROVADO
Maria Kiriga de Pimentel,2,6.6,6.9,6.6,APROVADO
Bianca de Paiva,2,6.6,6.9,6.2,APROVADO
Jaqueline Cláudia de Leite Guerra,2,6.6,6.8,6.7,APROVADO
Marina Mercado de Aguiar,2,6.6,6.7,6.2,APROVADO
Reinaldo Altair Gomes,2,6.6,6.6,7.0,APROVADO
Augusto Artur de Barbosa,2,6.6,6.6,6.4,APROVADO
Laércio Maurício de Angola dos Santos Neto,2,6.6,6.6,6.2,APROVADO
Otávio Jesus de Palhares Jardim,2,6.6,6.6,6.1,APROVADO
Velma Uhohom,2,6.6,6.6,6.1,APROVADO
Maria Berenice de Padilha,2,6.6,6.5,8.1,APROVADO
Dário de Godoy Peai Castelo Branco,2,6.6,6.5,7.9,APROVADO
Joelma Pranveornson da Silva,2,6.6,6.5,7.5,APROVADO
Samanta da Silva,2,6.6,6.5,6.6,APROVADO
Laura Quitéria do Prado de Garcia,2,6.6,6.4,7.0,APROVADO
Fagner Marniornno de Souza,2,6.6,6.4,6.9,APROVADO
Alisson Miguel da Nóbrega,2,6.6,6.4,6.1,APROVADO
Helder Izvrizclo,2,6.6,6.2,7.7,APROVADO
Selena Maciel dos Santos de Mello,2,6.6,6.2,6.3,APROVADO
Uribe de Carvalho Bahia da Silva,2,6.6,6.1,6.2,APROVADO
Orlando Aran Dedopeshi,2,6.6,6.0,6.4,APROVADO
Iago Bartolomeu de Paula Gomes da Silva,2,6.6,6.0,6.4,APROVADO
Heitor Cristiano Tossean Yfie,2,6.5,8.0,8.9,APROVADO
Fábio da Silva,2,6.5,7.5,6.8,APROVADO
Roseli Asolsem de Souza,2,6.5,7.3,9.1,APROVADO
Arthur Wellington Tememei da Silva Chihepusu,2,6.5,7.2,7.5,APROVADO
Márcia Airnan da Paixão,2,6.5,7.1,7.1,APROVADO
Mel de Oliveira,2,6.5,7.1,6.7,APROVADO
Kelly Weiss,2,6.5,7.1,6.5,APROVADO
Josiane de Borges,2,6.5,7.0,8.7,APROVADO
Fred de Figueira Klein,2,6.5,7.0,7.6,APROVADO
Fernanda de Espanha,2,6.5,7.0,7.0,APROVADO
